KRS1222;Kreisname;fl_suv;fl_landw;fl_wald;bev_binw;bev_ausw;ko_kasskred;bev_u18;bev_18_65;bev_ue65;bev_ausl;mitgl_sportv;ew_sportv;preis_miet;wohn_eigen;wohn_leer;wohn_EZFH;wohn_MFH;heiz_wohn_best;heiz_wohn;bquali_unifh;bquali_mabschl;bquali_oabschl;erw_wachs;erw_mini;erw_minineben;alq;schulden;sozsich;auto;v_harzt;v_karzt;schule_oabschl;kbetr_u3;kbetr_ue3;kbetr_ue6;kinder_bg;straft;einbr
8435000;Bodenseekreis;15,25;54,98;28,14;40,86;153,79;6,74;17,04;59,63;23,33;15,97;36,86;100,13;11,50 und mehr;49,5;3,88;10,3;31;12,54;57,22;24,11;57,94;11,73;0,91;9,17;8,68;3,19;5,9;5,19;638,8;61,6;63,5;8,18;28,79;89,91;13,69;7,08;4475,74;38,61
8436000;Ravensburg;11,02;57,37;28,78;31,93;116,36;3,44;17,88;61,4;20,72;13,26;39,86;107,25;10,00 bis unter 11,50;53,7;3,7;15;18,5;17,76;62,69;16,64;65,58;12,41;1,1;10,56;10,48;2,76;5,7;5,03;639,6;60,9;55,2;6,88;25,86;90,11;16,49;6,45;4363,88;20,62
8437000;Sigmaringen;10,31;48,99;38,92;-305,94;503,04;0;17,54;61,23;21,24;13,47;39,7;153,68;8,50 bis unter 10,00;60,8;4,8;27,2;11,8;20,16;69,36;10,87;68,95;14,4;0,64;11,06;10,52;3,37;7,21;4,56;671,2;53;41;8,47;25,63;86,46;13,01;4,94;5315,38;27,60
9161000;Ingolstadt;37,02;39,21;15,83;87,07;124,02;0;17,63;63,83;18,54;22,29;21,8;46,09;11,50 und mehr;37,4;3,88;11,6;52,5;7,66;53,42;26,27;58,57;9,83;0,71;5,94;5,82;3,34;6,56;7,15;727,3;57,4;59,3;4,22;26,96;87,38;21;10;7931,70;41,13
9162000;München, Landeshauptstadt;75,37;13,51;6,99;-104,32;243,33;0;16,3;66,58;17,11;27,94;36,47;35,24;11,50 und mehr;23,3;2,72;3,1;39,6;5,47;18,89;41,34;39,06;10,55;1,86;5,76;7,13;4,46;7,24;6,93;505,6;65,3;60,9;4,79;38,26;89,32;40,21;9,99;6413,06;51,77
9163000;Rosenheim;41,91;35,76;17,11;17,86;123,29;0;16,8;63,02;20,19;23,97;27,22;79,19;11,50 und mehr;29,6;2,15;6,8;11,5;5,84;41,53;19,29;62,75;10,96;0,98;8,98;9,09;4,42;7,84;6,77;556,6;76,1;66,3;5,13;22,68;84,64;26,61;10,1;8592,77;26,40
9171000;Altötting;13,76;53,4;29,42;74,08;110,72;1,76;17,48;60,26;22,25;14,15;40,16;64,15;8,50 bis unter 10,00;54,1;3,84;22,3;33,7;16,50;72,84;11,12;72,29;9,45;0,89;8,83;8,26;3,02;6,05;4,95;650,2;62,8;44,9;4,8;22,42;88,52;17,3;6,09;4413,08;15,82
9172000;Berchtesgadener Land;7,24;22,31;53,04;74,49;84,06;1,25;15,93;60,22;23,85;18,18;28,07;73,37;10,00 bis unter 11,50;44,5;3,94;9,4;31,9;15,97;42,37;11,36;69,11;10,92;0,77;9,96;8,45;3,58;5,19;4,59;624,2;65,8;49;4,21;16,6;88,48;16,83;6,32;12500,58;21,36
9173000;Bad Tölz-Wolfratshausen;6,82;28,05;55,69;7,41;131,26;0;17,6;60,42;21,98;14,26;37,29;94,97;11,50 und mehr;45,9;3,04;16,8;20,2;17,09;67,15;14,9;64,34;11,68;0,65;10,39;11,56;2,04;4,88;4,38;633,8;65,1;44,5;4,43;22,08;88,01;19,48;5,11;3402,80;13,13
9174000;Dachau;13,74;65,29;17,83;-0,96;109,69;12,74;18;62,81;19,18;17,52;28,81;63,7;11,50 und mehr;50,0;2,85;15,7;17,8;13,68;57,33;14,17;60,07;13,24;2,24;10,5;12,96;2,49;4,88;3,44;607,5;61;46,4;4,17;28,71;92,53;33,99;3,8;2998,43;27,39
9175000;Ebersberg;12,72;47,56;37,49;14,37;140,91;160,05;18,99;61,89;19,12;16,15;32,86;76,96;11,50 und mehr;50,5;2,97;13,3;16,5;14,20;36,99;16,25;60,93;13,61;1,89;9,66;11,02;2,31;4,49;3,25;599,7;56,2;45,1;4,17;32,49;89,35;30,87;4,3;3163,52;23,84
9176000;Eichstätt;10,01;45,67;40,82;26,48;117,12;0;19,34;62,04;18,62;10,52;35,91;81,86;10,00 bis unter 11,50;66,1;4,97;31,7;17,7;22,49;76,27;17,2;64,36;11,16;1,75;10,04;7,97;2,23;3,54;2,97;645,8;51,8;40,6;2,87;28,39;91,75;17,82;3,74;2458,87;9,59
9177000;Erding;12,86;69;14,73;31,83;111,1;0;18,06;64,09;17,85;13,99;36,21;82,58;11,50 und mehr;52,0;3,57;25,1;17,9;15,79;49,4;11,77;64,73;13,75;0,81;10,56;12,66;2,22;4,65;3,39;650;58,1;41,9;5,5;23,99;91,72;18,07;3,98;3740,82;16,94
9178000;Freising;14,02;61,91;19,81;19,14;154,2;0;17,67;65,8;16,54;20,01;27,53;71,03;11,50 und mehr;44,8;3,88;21;26,2;14,26;73,29;19,18;56,69;12,65;0,77;6,97;8,06;2,8;5,38;3,14;607,5;53,5;38,4;3,82;26,21;87,6;27,43;4;5959,89;17,89
9179000;Fürstenfeldbruck;18,94;55,5;22,67;2,66;155,45;0;17,97;60,14;21,89;17,3;28,02;60,01;11,50 und mehr;50,0;2,79;13,8;23,7;9,45;47,35;17,36;59,41;12,99;1,31;11,09;11,95;2,97;5,01;4,71;568,2;60,8;52,4;3,81;28,81;88,33;23,93;6,37;3330,14;17,60
9180000;Garmisch-Partenkirchen;5,42;19,47;54,05;38,61;99,95;0;15,5;59,15;25,35;14,32;37,9;121,57;11,50 und mehr;41,9;4,33;9;15;11,10;54,46;13,9;68,09;10,73;1,12;10,59;11,43;3,31;5,09;4,36;602;80,9;78,2;2,67;22,38;92,12;19,26;5,25;4922,33;7,88
9181000;Landsberg am Lech;11,37;50,07;30,15;51,94;91,85;57,94;17,8;61,22;20,98;10,29;37,3;91,85;11,50 und mehr;56,2;3,67;26,5;16,7;20,55;72,55;17,63;64,15;11,54;1;9,86;9,27;2,55;4,35;3,56;690;61;43,8;5,03;24,96;91,39;16,08;3,89;3019,54;12,19
9182000;Miesbach;7,79;29,91;55,53;22,69;134;0;16,96;60,28;22,76;13,85;44,42;107,55;11,50 und mehr;47,7;4,34;15,3;23,7;15,44;51,35;18,79;63,21;9,72;1,46;9,91;10,74;2,61;5,19;3,12;670,3;72,8;55,6;2,15;23,8;89,02;25,03;3,66;4355,38;16,77
9183000;Mühldorf a.Inn;11,23;63,35;22,84;69,24;140,23;0;17,74;61,99;20,28;14,74;36,36;90,09;8,50 bis unter 10,00;55,9;3,9;27,9;25,5;19,35;61;9,91;69,22;11,66;1,47;9,58;9,81;3,37;6,59;4,98;648,4;61,5;37,7;6,45;24,05;87,84;23,57;5,77;4011,58;12,51
9184000;München;20,94;30,29;44,87;-1,83;191,13;0;18,36;60,94;20,7;20,2;29,19;62,94;11,50 und mehr;45,5;2,69;14,9;33,9;7,78;32,82;37,03;43,89;9,38;2,38;6,2;7,98;2,69;5,04;4,14;685,8;54,9;47,8;2,33;41,19;95,94;33,86;5,89;3326,87;30,07
9185000;Neuburg-Schrobenhausen;12,12;59,89;23,74;53,02;111,85;0;18,41;61,66;19,93;12,5;34,45;100,04;10,00 bis unter 11,50;61,7;4,35;30,3;20,5;18,90;81,3;12,09;67,4;13,23;0,64;10,27;10,05;2,56;4,68;3,63;671,2;56,5;45,2;7,12;24,16;89,81;15,73;4,65;3508,51;29,01
9186000;Pfaffenhofen a.d.Ilm;14,1;57,47;25,14;-6,21;184,2;1,19;18,2;62,84;18,96;13,6;35,98;87,07;10,00 bis unter 11,50;57,1;4,23;27,4;28,5;19,53;62,65;15,95;63,29;12,13;1,83;9,06;8,7;1,99;5,24;3,03;657,3;57,9;39,2;6,19;28,58;87,1;16,14;2,62;3040,54;14,39
9187000;Rosenheim;11,46;46,64;35,99;49,56;105,27;12,3;17,36;60,48;22,16;11,62;32,02;70,8;11,50 und mehr;52,6;3,67;23,8;23;23,15;73,84;13,54;68,79;10,22;1,21;10,55;10,21;2,6;5,03;3,53;663,2;63,7;40;4,2;22,94;90,16;18,9;3,98;4551,12;16,48
9188000;Starnberg;14,97;31,34;37,03;18,66;173,51;0;18;58,57;23,42;16,18;31,85;83,58;11,50 und mehr;47,9;3,08;17,8;20,3;11,13;61,63;30,11;51,94;9,09;1,89;8,6;9,09;3,13;4,6;3,93;646,2;68,3;68,2;5,85;33,95;92,22;32,43;4,89;3158,12;23,78
9189000;Traunstein;8,81;42,82;37,67;40,77;112,9;0;16,73;59,88;23,39;11,56;36,4;87,95;10,00 bis unter 11,50;54,4;4,31;16,8;13,6;22,99;66,12;13,43;70,52;10,98;1,19;9,5;9,33;2,8;4,54;3,78;670,7;69;51,5;3,79;19,64;87,67;16,08;4,64;3230,46;18,81
9190000;Weilheim-Schongau;9,63;51,42;33,13;61,86;84,58;25,32;17,81;59,65;22,54;10,62;35,26;86,1;10,00 bis unter 11,50;53,0;3,98;25,6;14,8;19,70;71,93;16,59;67,77;10,69;1,59;11,24;9,8;2,8;4,86;4,18;655,1;72;44,8;5,27;24,33;91,48;22,81;5,22;3192,29;10,85
9261000;Landshut;34,09;39,59;19,78;59,5;266,24;0;16,23;63,49;20,28;23,15;26,43;49,03;10,00 bis unter 11,50;34,8;4,49;3,8;19,7;7,12;32,58;15,79;62,97;13,12;0,59;8,34;8,17;5,19;7,04;7,1;522,7;62,3;89,6;2,82;24,5;87,59;30,63;11,09;7216,03;21,20
9262000;Passau;32,72;25,29;33,02;14,1;175,67;0;13,65;64,74;21,61;20,12;29,16;81,62;8,50 bis unter 10,00;31,0;5,71;11,1;41,2;7,52;52,76;16,28;66,41;11,85;1,18;10,67;6,56;5,17;7,74;7,96;556,3;72,9;48,4;5,11;28,85;92,56;32,21;13,09;10399,39;24,12
9263000;Straubing;30,39;56,38;2,13;94,58;210,11;0;14,92;63,57;21,51;21,56;22,96;111,87;8,50 bis unter 10,00;33,1;4,46;12;99,3;8,25;27,13;12,95;65,95;14,31;0,98;8,56;7,46;5,26;9,47;8,11;567,6;73,2;132,1;5,75;20,37;88,52;38,15;9,62;7074,28;30,51
9271000;Deggendorf;12,53;53,06;29,32;-193,5;363,74;0;16,01;62,79;21,2;12,18;43,95;138,39;8,50 bis unter 10,00;55,6;4,8;29,1;34,4;24,70;88,77;11,55;71,6;11,46;0,64;8,6;7,67;3,3;5,75;4,28;665,9;60,6;58,4;3,97;21,51;89,31;15,15;4,95;5698,45;15,56
9272000;Freyung-Grafenau;9,57;29,61;57,69;42;98;136,92;15,33;61,2;23,47;6,83;33,17;127,39;7,00 bis unter 8,50;71,0;6,96;18;10,5;32,57;59,73;7,02;76,6;9,97;1,59;11,95;8,95;3,13;5,07;3,23;688;64,3;29,6;6,08;21,86;90,87;14,43;4,31;3660,17;20,18
9273000;Kelheim;10,83;45,66;39,82;50,76;104,61;0;18,01;62,38;19,61;14,46;37,68;99,44;8,50 bis unter 10,00;61,2;4,61;31,1;33,2;20,00;64,6;10,34;69,21;13,13;1,02;10,35;9,74;2,87;5,32;3;665,6;62,8;39,6;6,94;21,43;86,65;13,89;3,65;2667,44;12,73
9274000;Landshut;11,56;62,7;23;48,19;107,36;0;18,27;62,17;19,57;11,97;42,08;111,67;8,50 bis unter 10,00;62,4;3,87;24,8;3,8;22,30;62,5;11,23;68,37;11,98;1,64;10,71;11,38;2,8;4,73;2,79;690,1;60,2;22,7;3,12;24,37;90,01;24,63;3,85;2454,29;9,71
9275000;Passau;13,32;54,55;28,95;74,43;109,06;17,08;16,12;60,5;23,38;10,46;35,82;129,47;7,00 bis unter 8,50;64,5;5,41;35,3;20,2;24,26;50,14;7,51;72,75;10,85;0,88;11,42;9,35;3,22;5,5;4,39;678,1;71,6;32;5,1;24,33;89,82;16,72;6,48;4251,05;14,22
9276000;Regen;8,78;24,28;64,46;58,95;105,08;3,19;15,85;60,58;23,58;8,23;43,06;192,22;7,00 bis unter 8,50;64,5;7,46;23,3;14,6;29,64;83,11;7,12;75,79;11,74;1,36;10,15;7,14;3,6;5,37;4,12;662,9;66,3;29,1;8,58;20,08;89,06;15,18;5,95;3117,83;14,10
9277000;Rottal-Inn;10,6;61,04;26,02;65,42;149,72;0;16,56;61,43;22,01;13,02;37,19;124,56;7,00 bis unter 8,50;63,8;4,96;28,6;21,5;27,61;67,72;8,24;73,13;11,08;0,42;11,24;9,98;3,48;5,52;4,1;694,7;58,1;43,6;4,99;22,13;90,57;18,24;6,52;5447,78;35,36
9278000;Straubing-Bogen;10,73;57,92;27,74;50,48;91,71;0,18;17,64;61,67;20,69;9,33;37,95;139,68;7,00 bis unter 8,50;68,5;5,09;49,2;19,1;29,74;70,66;8,14;67,52;16,77;1,4;10,67;9,58;2,83;4,62;2,96;691,2;60,4;19,5;3,45;24,15;88,16;15,17;3,91;2293,70;18,30
9279000;Dingolfing-Landau;12,14;61,69;21,87;75,27;169,88;15,09;17,02;63,32;19,66;15,3;40,29;138,58;8,50 bis unter 10,00;62,3;4,25;6,2;22;22,97;85,51;6,86;71,54;13,81;0,54;7,79;7,63;3,07;5,48;2,82;719,4;53,7;21;5,48;21,77;86,23;14;3,63;2802,42;24,92
9361000;Amberg;35,83;38,7;21,44;70,77;143,65;0;15,68;60,46;23,86;14,15;21,06;77,58;10,00 bis unter 11,50;38,3;4,81;12,2;18,6;7,18;46,56;13,05;70,09;12,6;0,89;7,85;6,94;4,79;7,91;7,53;592,9;89,9;117,5;4,03;26,58;82,64;15,32;9,96;5506,18;23,51
9362000;Regensburg;57;27,63;7,73;-252,03;501,13;0;14,81;67,9;17,29;20,09;25,12;56,53;11,50 und mehr;21,8;2,88;7,2;80,5;5,50;16,36;24,67;57,03;11,55;1,39;8,98;7,6;4,12;7,05;7,66;522,3;64,8;76,7;4,37;30,96;89,1;27,74;9,75;10650,84;35,57
9363000;Weiden i.d.OPf.;30,1;34,12;31,09;13,24;190;0;15,35;61,43;23,22;16,43;28,88;99,88;7,00 bis unter 8,50;35,1;5,89;4,9;9,3;6,10;88,52;10,73;69,9;12,3;0,28;9,69;8,63;5,52;9,19;8,8;612,9;69,7;54,6;4,45;25,18;78,35;19,91;13,12;6831,27;25,55
9371000;Amberg-Sulzbach;9,82;39,32;48,21;44,52;106,86;25,73;16,75;61,05;22,2;8,45;35,26;120,65;7,00 bis unter 8,50;67,7;6,4;28,1;3,4;27,45;89,33;9,55;72,08;11,22;0,93;9,7;9,27;3,02;4,79;3,82;687,1;58,9;20,4;3,68;25,49;80,83;15,69;4,67;2217,63;13,41
9372000;Cham;10,42;42,86;43,82;76,89;101,08;24,53;16,26;61,26;22,48;7,94;41,95;125,97;7,00 bis unter 8,50;68,6;7,43;31,1;23;30,42;63,39;7,45;72,18;11,56;1,01;9,64;7,61;2,94;4,8;3,72;704,9;66,8;36,7;3,76;23,38;89,5;12,84;4,79;3795,90;19,20
9373000;Neumarkt i.d.OPf.;11;43,49;37,77;59,53;102,98;0;17,58;62,28;20,14;11,06;35;84,01;8,50 bis unter 10,00;66,8;4,31;20,8;22,3;19,57;57,31;10,33;71,05;11,72;1,47;9,49;8,81;2,41;4,17;3,08;666,8;61;30,6;2,02;25,87;87,51;14,37;3,6;2644,73;18,83
9374000;Neustadt a.d.Waldnaab;9,25;35,35;47,11;31,58;105,05;4,78;17,17;60,83;22;7,43;36,94;114,64;7,00 bis unter 8,50;67,2;6,87;23,8;12,1;27,41;82,81;8,36;71,5;10,84;1,53;9,23;8,65;3,31;5,34;4,03;693,5;68,8;21,6;5,74;26,21;80,95;15,98;4,96;4905,48;18,76
9375000;Regensburg;11,32;49,97;34,93;66,66;97,6;2,4;17,83;61,51;20,66;10,58;35,8;88,82;8,50 bis unter 10,00;62,4;4,43;34,2;25,3;20,33;77,93;10,8;66,62;12,95;1,68;11,33;10,71;2,45;4,43;3,63;661,9;63,3;45,6;4,24;24,88;90,76;23,22;4,66;2361,22;15,64
9376000;Schwandorf;11,07;39,12;44,29;61,96;133,08;3,3;16,61;62,07;21,32;10,78;31,62;116,67;8,50 bis unter 10,00;64,7;6,03;22,4;19,4;23,91;63,56;8,54;71,67;12,38;1,04;9,48;8,67;3,05;5,76;4,55;685,9;66,7;40,3;3,82;25,79;88,39;16,77;5,77;3341,22;11,86
9377000;Tirschenreuth;8,53;40,28;47,03;19,68;120,82;34,64;15,76;60,49;23,75;6,23;36,75;135,79;5,50 bis unter 7,00;66,2;7,45;14;9,7;26,70;73,53;8,48;74,32;10,41;1,61;8,58;6,8;3,62;4,77;4,12;687,3;57,8;31,3;3,87;32,2;94,19;23,66;5,4;4377,04;13,86
9461000;Bamberg;50,38;15,89;27,87;-328,39;636,64;0;14,95;66,08;18,97;19,02;35,71;77,56;10,00 bis unter 11,50;27,1;4,77;11,5;26,8;3,37;22,88;19,53;62,11;12,58;1,22;8,47;5,75;4,39;6,23;8,94;512,7;67,3;84;3,86;31,22;79,56;22,58;8,75;11095,26;18,77
9462000;Bayreuth;42,38;32,87;20,32;-26,44;167,91;0;13,56;64,64;21,79;15,51;24,07;77,85;10,00 bis unter 11,50;27,8;4,75;4,6;22,7;5,86;34,98;19,38;65,02;10,19;0,09;8,32;6,13;4,79;7,68;7,51;553;73,1;130,9;6,79;33,68;85,76;37,53;10,88;6824,95;42,95
9463000;Coburg;41,38;28,08;23,63;86,75;179,25;0;15,05;61,15;23,8;14,44;31,66;109,94;7,00 bis unter 8,50;36,6;5,89;6,7;39,4;3,71;10,36;16,58;70,04;9,2;0,07;5,69;4,6;6,34;7,27;9,25;604,1;52;124,4;6,87;41,58;95,55;15,83;15,13;6670,33;45,41
9464000;Hof;37,38;42,76;14,98;19,29;376,16;0;16,4;60,03;23,57;22,83;23,55;83,59;5,50 bis unter 7,00;34,4;8,67;4,5;1,7;4,87;100;12,68;68,5;10,98;0,02;8,34;7,11;5,94;12,77;11,65;569,2;81,4;46,6;13,33;34,34;89,93;22,55;20,04;8603,40;68,59
9471000;Bamberg;10,41;44,01;40,84;20,72;104,28;27,2;17,49;62,01;20,5;6,6;33,45;117,35;8,50 bis unter 10,00;65,4;5,37;12,9;5;21,53;64,18;8,31;72,52;11,26;0,85;11,86;9,85;2,53;4,62;2,83;695,5;61,9;43,3;8,74;39,38;95,74;24,46;3,46;2497,95;14,75
9472000;Bayreuth;9,54;40,19;47,11;44,6;101,34;53,96;16,28;60,26;23,46;5,5;31,34;135,62;8,50 bis unter 10,00;67,5;6,93;19,3;6,6;26,01;85,61;7,88;75,83;10,44;0,14;11,12;9,37;3,15;4,79;3,05;693,4;59,2;21,1;3,15;35,95;91,86;29,36;3,96;2575,88;17,19
9473000;Coburg;13,58;50,34;31,96;54,53;77,72;0;15,92;59,91;24,17;6,81;37,74;143,51;7,00 bis unter 8,50;62,7;5,29;18,9;6,5;14,12;60,36;7,78;74,67;10,15;0,17;7,39;6,42;3,72;5,99;4,11;690,9;55,7;25,8;12,5;45,96;89,98;15,28;5,75;2970,05;17,22
9474000;Forchheim;12,92;44,45;39,26;19,25;117,42;31,04;17,3;60,99;21,71;8,54;32,45;91,57;8,50 bis unter 10,00;62,4;5,4;18;6,8;20,26;87,33;16,29;64,93;11,26;1,79;11,04;9,73;2,97;4,69;3,9;668,6;61;40,9;3,89;36,48;93,02;17,43;5,5;2385,80;11,02
9475000;Hof;12,18;48,89;35,82;57,93;121,26;8,17;14,98;58,81;26,21;7,81;37,54;153,29;5,50 bis unter 7,00;65,6;8,72;14,6;3,1;16,03;65,87;10,82;72,89;11,89;0,33;6,54;5,57;3,6;7,2;4,87;684,9;64;25,5;7,05;38,06;84,48;30,95;6,86;4903,32;25,37
9476000;Kronach;10,01;28,38;59,1;13,25;106,94;119;14,06;60,48;25,46;7,16;38,81;200,32;7,00 bis unter 8,50;69,7;6,9;6,5;0;23,67;72,09;8,43;75,95;11,68;-0,47;8,5;6,82;3,46;5,84;3,68;697,3;59,5;38,7;3,49;41,11;93,18;22,09;4,68;3003,33;19,58
9477000;Kulmbach;11,84;47,69;37,33;13,4;110,39;38,51;14,73;60,06;25,21;7,12;28,51;142,35;8,50 bis unter 10,00;62,1;6,86;14,7;4;19,63;85,07;10,61;74,05;9,61;0,29;7,84;7;3,58;5,4;4,36;706;75;34,6;5,99;38,72;93,37;44,94;5,24;3431,82;12,56
9478000;Lichtenfels;12,07;43,87;38,86;47,68;109,61;118,82;15,85;60,66;23,49;8,46;32,25;139,62;7,00 bis unter 8,50;62,8;5,64;26,4;17,7;19,04;59,93;9,93;71,43;13,23;-0,19;9,13;8,41;3,77;5,57;4,64;676,8;66,5;33,4;8,32;40,76;90,04;45,38;5;3806,74;13,37
9479000;Wunsiedel i.Fichtelgebirge;11,53;37,88;46,29;22,91;154,99;125,63;15,02;58,37;26,62;10,54;34,91;143,04;7,00 bis unter 8,50;58,3;9,27;11,5;0,6;14,70;67,82;10;71,88;12,32;0,4;7,11;6,17;4,7;7,65;5,91;661,7;64,6;33,4;9,95;40,14;89,85;41,09;10,04;6207,82;30,55
9561000;Ansbach;23,73;42,35;29,14;20,13;143,77;0;17,43;60,76;21,8;17,68;20,31;71,05;8,50 bis unter 10,00;42,2;5,12;4,5;0,7;7,20;50;16,13;66,53;12,68;0,55;7,76;7,07;4,61;8,53;9,21;610;65,7;92,8;5,81;26,39;82,94;17,78;12,45;7181,26;14,21
9562000;Erlangen;42,09;29,78;22,18;-7,72;304,56;0;15,92;66,62;17,46;22,72;23,93;64,34;10,00 bis unter 11,50;29,9;4,87;0;33,9;4,52;13,03;38,78;44,58;10,93;0,38;6,34;4,66;4,1;5,47;6,15;477,7;64,7;96;3,14;39,95;93,67;36,39;8,99;5607,32;34,32
9563000;Fürth;47,26;34,21;13,29;5,55;179,86;0;16,6;64,64;18,76;21,81;15,55;43,37;10,00 bis unter 11,50;33,8;3,46;6,2;56,8;3,91;14,63;17,24;60,01;15,09;1,66;8,04;7,86;5,05;9,53;8,07;488,2;64,3;59,7;6,52;29,67;86,97;31;11,77;4705,06;33,48
9564000;Nürnberg;61,71;17,1;16,87;37,05;229,19;0,57;16,46;63,51;20,03;26,11;19,37;40,53;10,00 bis unter 11,50;27,8;3,19;4;27,5;2,31;14,31;22,51;54,31;13,36;0,92;6,74;7,31;5,92;9,87;10,8;473,8;67,9;64,7;7,78;30,67;87,48;45,8;14,84;7808,02;47,80
9565000;Schwabach;34,73;31,94;28,8;-57,24;104,06;0;17,43;60,29;22,27;14,81;22,32;70,34;8,50 bis unter 10,00;49,0;3,5;10,2;6,5;7,23;46,38;12,67;66;13,52;1,09;8,36;8,86;3,51;6,63;5,77;637,9;75,2;49,9;4,63;27,65;83,93;16,87;8,41;3825,16;14,55
9571000;Ansbach;10,81;55,98;28,65;27,57;127,61;5,47;17,62;61,43;20,95;10,68;30,97;77,93;8,50 bis unter 10,00;65,4;5,11;28;15,2;24,55;75,59;7,8;70,95;13,19;0,74;9,77;9,23;2,53;4,92;2,74;687;54,4;22,5;8,45;37,44;90,35;19,12;2,71;2845,36;14,31
9572000;Erlangen-Höchstadt;14,23;37,44;42,02;18,01;121,71;11,84;18,41;60,13;21,46;10,52;30,78;90,07;10,00 bis unter 11,50;62,7;4,41;27;19,7;15,42;65,71;22,19;56,22;11,71;1,55;7,16;6,73;2,64;3,9;3,15;667,7;66;45,7;4,48;43,04;94;32,34;4,29;2484,50;34,04
9573000;Fürth;18,07;52,67;25,72;-248,41;341,47;33,35;17,25;59,26;23,5;8,94;21,63;64,21;10,00 bis unter 11,50;57,5;4,19;13,2;12,7;10,85;61,94;10,66;67,56;13,06;0,78;10,47;10,68;2,74;5,13;3,2;654,3;65,7;45,4;3,04;36,14;90,06;31,91;4,84;4787,24;30,02
9574000;Nürnberger Land;13,7;30,9;52,42;26,35;97,65;0;16,87;60,09;23,04;10,28;26,36;73,55;8,50 bis unter 10,00;59,4;4,92;25,3;11,9;13,56;77,26;12,85;67,5;12,37;0,9;10,08;9,3;2,54;5,03;3,69;653,8;65,4;44,7;6,9;39,1;95,29;39,27;4,8;2902,15;23,17
9575000;Neustadt a.d.Aisch-Bad Windsheim;10,08;56,75;29,34;55,47;134,27;9,59;17,17;61,04;21,79;10,5;30,47;108,42;7,00 bis unter 8,50;64,8;5,95;29,4;13,6;24,74;64,72;8,2;70,2;13,32;1,1;10,2;9,83;2,41;5,41;3,62;676,8;59,8;47;4,25;37,01;90,91;22,27;5,48;2814,05;6,78
9576000;Roth;12,28;37,8;45,32;45,77;84,23;7,77;17,29;60,72;21,99;8,39;36,57;98,68;8,50 bis unter 10,00;63,1;4,33;24;14;16,47;64,01;9,58;70,91;11,88;0,99;9,52;8,49;2,23;4,35;3;688,7;64,3;34,7;7,29;30,77;98,61;35,1;3,27;2690,88;20,20
9577000;Weißenburg-Gunzenhausen;10,74;48,9;34,54;43,86;158,67;17,2;17,3;60,12;22,57;11,75;34,67;115,32;7,00 bis unter 8,50;62,0;6,05;26,7;7,3;20,48;63,19;8,98;72,06;12,87;0,38;10,37;9,8;3,6;5,71;5,07;665,3;68;21,4;5,63;33,86;88,51;21,45;7,12;3266,06;11,33
9661000;Aschaffenburg;39,89;20,4;32,06;6,35;174,07;0;16,22;62,62;21,16;19,84;28,17;85,58;10,00 bis unter 11,50;33,3;4,45;6,5;23,3;7,38;75,93;16;62,87;13,82;-0,04;8,9;7,81;6,15;8,87;9,55;610,2;59,4;75,8;5,5;29,94;87,46;20,67;14,65;7777,04;19,33
9662000;Schweinfurt;55,41;19,69;16,55;27,43;222,95;0;16,79;59,54;23,67;22,26;26,73;76,82;7,00 bis unter 8,50;32,4;5,33;3,8;8,6;2,53;63,24;15,99;64,97;11,03;0,11;5,64;4,46;6,47;8,81;10,76;543,2;70,4;84,8;5,43;25,31;87,49;18,35;17,13;8676,73;20,12
9663000;Würzburg;48,9;27,11;20,08;-46,08;156,33;0;13,14;66,59;20,27;14,39;23,63;59,46;11,50 und mehr;23,6;3,14;2,7;16,6;3,26;16,19;22,53;60,36;11,51;1,35;9,7;6,76;3,74;6,35;7,19;497,6;79,1;105,1;7,62;37,53;94,35;27,33;11,13;8389,80;38,34
9671000;Aschaffenburg;14,35;23,13;57,93;9,72;133,42;10,91;16,75;60,65;22,6;11,37;36,37;128,28;8,50 bis unter 10,00;63,0;5,92;14,4;10,2;11,39;65,44;13,26;65,55;12,69;0,68;11,57;10,27;3,4;5,76;4,22;676,2;62,7;44,3;3,31;34,93;91,73;31,14;7,5;2257,60;28,26
9672000;Bad Kissingen;10,68;35,03;48,59;35;127;0;15,83;58,53;25,63;8,03;39,42;131,97;7,00 bis unter 8,50;60,8;6,93;17,9;8,5;16,74;46,74;9,81;73,09;11,66;0,31;10,44;8,06;3,15;5,41;4,48;689,3;62,9;47,1;3,84;34,35;90,68;22,91;6,17;3446,59;8,61
9673000;Rhön-Grabfeld;10,05;48,37;37,97;26,26;137,17;0;16,75;59,8;23,45;7,24;40;149,36;7,00 bis unter 8,50;65,8;6,6;11,8;3,9;20,95;65,87;11,4;73,86;10,29;0,63;8,75;7,05;2,81;4,87;3,84;692;62,2;26,8;2,92;41,25;94,56;32,64;5,06;3029,59;7,47
9674000;Haßberge;10,34;45,21;41,26;25,06;91,66;1,44;16,8;60,56;22,64;6,08;36,63;162,38;7,00 bis unter 8,50;69,6;5,84;24,9;2,7;24,12;68,51;8,49;76,46;11,12;0,46;12,85;9,73;2,81;5,19;3,4;702,3;64,1;46;5,09;38,8;94,02;16,01;3,84;3420,64;12,94
