KRS1222;Kreisname;fl_suv;fl_landw;fl_wald;bev_binw;bev_ausw;ko_kasskred;bev_u18;bev_18_65;bev_ue65;bev_ausl;mitgl_sportv;ew_sportv;preis_miet;wohn_eigen;wohn_leer;wohn_EZFH;wohn_MFH;heiz_wohn_best;heiz_wohn;bquali_unifh;bquali_mabschl;bquali_oabschl;erw_wachs;erw_mini;erw_minineben;alq;schulden;sozsich;auto;v_harzt;v_karzt;schule_oabschl;kbetr_u3;kbetr_ue3;kbetr_ue6;kinder_bg;straft;einbr
5111000;Düsseldorf, Stadt;61,73;17,5;13,38;-34,97;199,03;0;16,38;64,41;19,21;22,33;22,73;68,04;11,50 und mehr;21,5;3;2,3;26,5;2,12;11,42;30,88;46,67;12,47;1,26;6,95;5,71;7;9,6;11,8;514,1;62,6;61,9;4,35;39,22;96,26;8,58;16,82;12617,82;220,02
5112000;Duisburg, Stadt;60,92;16,18;11,53;6,49;181,18;1849,22;17,95;61,64;20,41;23,76;18,75;74,07;7,00 bis unter 8,50;26,0;4,3;1,8;12,3;2,38;38,19;14,83;58,51;16,5;0,41;9,42;5,13;12,77;15,89;17,11;476,6;53,6;43,6;9,05;18,53;74,71;8,42;28,68;9540,01;194,54
5113000;Essen, Stadt;66,15;14,82;15,79;-141,4;266,19;1619,11;17;61,34;21,65;18,73;21,36;83,14;7,00 bis unter 8,50;25,6;4;1,3;9,8;1,74;39,97;21,97;52,35;14,82;0,69;10,15;6,07;10,55;12,52;17,32;508,2;58,3;48,5;7,71;31,77;87,32;8,77;29,32;9607,58;191,25
5114000;Krefeld, Stadt;56,21;30,19;10,1;-18,08;133,74;1096,64;16,98;60,79;22,22;19,5;29;87,56;8,50 bis unter 10,00;35,4;4,19;1,8;4;2,78;58,21;16,61;59,6;14,54;0,55;9,42;6,53;10,5;13,53;14,19;538,6;66,2;68,1;8,88;27,13;87,95;8,47;21,91;9761,15;241,65
5116000;Mönchengladbach, Stadt;50,29;36,16;11,67;-146,87;471,09;1772,22;17,49;61,57;20,94;20,91;52,99;74,5;7,00 bis unter 8,50;36,8;3,88;5;4,1;2,85;70,9;14,54;56,94;17,46;1,09;10,59;7,58;9,7;14,15;16,01;536,9;61,5;58,5;7,85;23,23;83,21;8,4;25,19;10069,84;161,29
5117000;Mülheim an der Ruhr, Stadt;55,9;22,39;19,14;12,47;144,49;6053,8;16,96;59,09;23,95;18,23;23,27;92,81;7,00 bis unter 8,50;33,8;3,75;5,4;10,2;2,57;47,76;21,41;55,2;13,75;-0,34;10,3;6,48;8,14;10,33;14,19;551,3;57,1;44,4;4,17;32,66;87,43;9,27;24,69;7473,72;283,06
5119000;Oberhausen, Stadt;72,6;8,3;16,14;-3,6;165,35;7342,62;17,01;60,58;22,4;17,99;17,47;88,23;7,00 bis unter 8,50;31,5;3,79;1,8;6,3;2,21;27,65;12,38;58,38;17,68;0,2;12,31;7,38;10,45;12,87;15,31;540,8;53,8;46,6;6,08;24,37;82,41;8,4;26,03;8668,84;179,30
5120000;Remscheid, Stadt;43,52;21,16;33,39;21,22;93,24;3825,29;17,49;60,45;22,06;20,54;15,67;90,58;5,50 bis unter 7,00;35,8;4,93;2,6;6,3;2,36;80;14,91;59,9;16,38;0,06;10,4;8,35;7,61;12,11;12,19;569,9;61,3;60,9;5,95;25,3;87,42;7,87;19,2;6701,71;88,80
5122000;Solingen, Klingenstadt;48,74;20,08;29,5;53,41;98,85;2389,14;17,43;61,06;21,51;18,48;15,76;75,94;7,00 bis unter 8,50;36,4;3,95;5,4;26,3;3,44;74,26;13,56;56,82;20,65;0,38;10,05;7,67;7,81;13,71;11,55;581,4;58,1;60,4;7,65;28,93;88,15;8,09;18,03;7369,14;107,69
5124000;Wuppertal, Stadt;49,91;19,45;28,29;-18;176,61;2347,61;17,88;61,42;20,7;22,96;17,72;84,99;7,00 bis unter 8,50;29,0;4,34;1;3,7;2,07;26,19;17,55;55,93;17,17;0,64;10,76;7,18;9,51;14,54;16,55;502;58,9;61,6;6,48;22,09;82,59;9,41;26,7;9064,13;126,23
5154000;Kleve;17,34;62,87;14,9;68,71;122,15;78,99;16,91;61,61;21,48;17,64;28,81;111,18;7,00 bis unter 8,50;50,6;2,71;11,2;17,4;9,55;74,26;10,52;61,27;14,38;1,14;12,4;8,05;5,57;8,63;7,54;629,8;53,7;40,7;7,04;31,61;92,45;8,43;9,38;7268,94;112,12
5158000;Mettmann;39,82;35,44;21,15;55,15;112,82;699,23;17,3;58,71;23,99;14,6;23,54;82,69;8,50 bis unter 10,00;42,9;2,96;8,1;12,5;2,65;42,71;19,09;56,02;13,61;0,67;9,97;8;6,42;8,28;10,06;617,9;61,4;53,8;5,51;31,43;91,17;9,02;15,84;6076,84;124,75
5162000;Rhein-Kreis Neuss;31,32;51,32;9,57;8,44;135,09;558,64;17,77;59,7;22,53;13,58;25,83;85,29;8,50 bis unter 10,00;47,4;2,63;6,9;16,8;5,11;48,92;15,87;57,34;14,76;1,1;10,23;7,62;5,63;8,47;8,27;612,5;60,2;47,1;4,56;33,03;93,79;8,73;12,91;6579,57;216,29
5166000;Viersen;26,49;50,77;19,34;41,05;89,9;105,36;16,37;60,39;23,24;11,64;24,9;91,07;8,50 bis unter 10,00;51,6;2,83;8,8;10,4;5,41;52,42;11,4;59,81;15,96;0,89;13,23;8,63;5,63;8,14;7,55;640,1;60,2;48,9;5,63;32,07;93,73;8,34;10,97;6255,94;145,57
5170000;Wesel;22,56;51,5;19,26;74,83;101;935,37;16,36;59,33;24,31;11,18;26,51;98,96;7,00 bis unter 8,50;47,2;3,05;6,7;13,1;5,28;43,57;11,37;63,79;14,28;0,55;13,58;7,36;6,81;8,54;9,16;632,5;55,6;44;6,68;28,76;88,92;8,6;13,63;5768,96;185,04
5314000;Bonn, Stadt;52,37;12,46;30,77;-170,24;315,25;1984,77;17,27;64,26;18,47;19,44;23,99;104,32;10,00 bis unter 11,50;29,1;2,87;3;15,6;3,11;29,44;34,8;43,44;11,91;1,17;8,7;5,44;6,82;6,85;11,14;523,2;62,4;66,4;3,99;36,34;95,06;8,75;17,95;9930,30;179,51
5315000;Köln, Stadt;60,33;16,09;17,9;-69,95;180,04;806,25;16,32;66,04;17,65;20,04;30,7;67,38;11,50 und mehr;24,2;2,51;3;16,3;2,41;21,07;28,92;46,55;14,36;1,41;7,99;6,13;8,66;9,5;13,66;457,6;61,5;63,5;4,83;36,71;95,77;8,61;20,52;12746,59;218,84
5316000;Leverkusen, Stadt;57,69;22,48;14,8;2,53;148,06;1950,38;17,66;60,63;21,71;19,03;21,57;80,85;8,50 bis unter 10,00;32,3;2,51;3,4;6,9;2,37;53,49;21,89;56,49;13,37;0,24;8,4;5,99;7,26;9,54;12,4;555,7;65,8;62,5;6,28;27,13;90,3;7,78;19,71;7053,48;159,88
5334000;Städteregion Aachen;27,67;37,33;32,79;-6,11;147,08;945,7;15,79;63,39;20,82;17,67;12,38;60,26;8,50 bis unter 10,00;34,6;3,23;6,4;19,7;3,79;43,87;24,02;51,57;16,15;0,71;11,91;6,75;7,38;9,23;10,84;537;65,6;64,8;7,31;33,91;91,81;8,51;16,89;9302,85;205,31
5358000;Düren;16,64;54,85;21,47;73,59;117,6;1106,56;17,4;60,58;22,02;13,13;26,4;136,62;7,00 bis unter 8,50;51,4;2,97;18,7;15,6;7,04;70,69;15,32;58,74;16,06;0,8;12,99;8,62;7,06;9,79;10,06;621,2;62,3;44,5;7,44;30,86;90,19;9,23;14,9;6364,07;170,95
5362000;Rhein-Erft-Kreis;28,3;50,38;13,93;33,11;127,73;422;17,86;60,23;21,91;14,24;22,85;86,8;10,00 bis unter 11,50;50,1;2,45;9,9;18;4,77;34,64;14,45;57,96;15,53;0,48;11,61;8,83;6,14;9,07;8,57;604,7;60,3;44,6;5,24;31,07;88,26;8,73;13,13;6879,15;173,18
5366000;Euskirchen;13,58;45,29;38,91;69,96;99,93;311,31;17,16;60,25;22,59;9,15;23,77;129,28;7,00 bis unter 8,50;58,2;4,25;25,5;23,5;10,05;61,35;10,23;65,19;14,86;0,75;11,6;8,16;5,64;8,87;7,29;796,7;63,5;40,8;7,42;27;92,24;8,99;10,36;5948,38;122,69
5370000;Heinsberg;24,29;60,48;11,69;55,19;117,82;101,86;17,25;60,87;21,88;13,53;22,13;116,49;7,00 bis unter 8,50;55,2;3,17;23,1;21,7;9,42;79,61;10,25;62,64;16,9;1,36;13,37;7,74;5,41;9,49;8,1;642,2;61,7;45,3;5,3;27,28;90,11;8,38;11,1;5393,90;95,10
5374000;Oberbergischer Kreis;20,1;37,65;40,18;37,22;144,66;1128,23;18,11;59,81;22,08;11,44;26,38;123,82;7,00 bis unter 8,50;54,2;4,16;13,3;10,1;7,69;60,93;15,09;63,08;15,02;0,63;10,93;8,19;5,31;7,92;7,27;667,3;54,1;39,5;4,72;25,04;83,74;8,18;10,14;4202,19;86,06
5378000;Rheinisch-Bergischer Kreis;25,85;34,41;37,66;24,7;119,74;374,22;17,13;58,99;23,88;11,01;21,61;75,82;8,50 bis unter 10,00;51,3;3,15;8,8;17,8;5,76;55,51;18;58,94;14,38;0,54;12,29;8,96;5,64;6,84;7,98;645,6;59,3;49,1;4,59;33,12;91,07;8,93;12,13;4776,16;142,90
5382000;Rhein-Sieg-Kreis;24,23;41,45;31,27;34,19;124,26;756,21;17,8;59,85;22,35;11,84;23,34;90,25;8,50 bis unter 10,00;52,4;2,55;12,2;17,5;6,58;68,9;15,13;59,06;15,19;1,11;12,16;8,67;5,43;7,1;7,63;616,8;62,5;46,1;4,15;29,09;90,47;8,48;11,22;4918,01;115,40
5512000;Bottrop, Stadt;42,24;28,23;25,36;51,98;69;1237,32;16,26;60,29;23,44;12,73;19,19;90,59;7,00 bis unter 8,50;37,2;3,17;5,2;10,9;4,77;43,68;10,48;61,03;17,33;-0,28;14,05;8,06;7,72;9,59;11,27;592,3;53,6;46,5;4,81;25,93;91,27;8,87;18,02;6864,61;174,41
5513000;Gelsenkirchen, Stadt;71,73;11,32;13,73;13,16;119,51;1703,42;18,92;60,4;20,68;24,01;76,12;77,19;5,50 bis unter 7,00;23,5;5,39;2,8;3;2,07;43,51;12,55;59,29;16,27;0,16;11,39;6,32;14,63;16,62;22,21;473,4;54,2;44,2;10,46;17,7;77,98;7,62;37,96;9320,53;250,19
5515000;Münster, Stadt;33,05;43,35;19,01;16,64;91,32;98,25;14,95;67,25;17,8;11,96;30,11;89,42;11,50 und mehr;27,9;2,05;7,2;47,6;3,68;17,31;26,53;52,99;13,44;1,64;10,77;7,68;4,9;6,13;8,59;470,4;62;81,7;5,85;41,42;96,69;8,32;13,86;10851,98;133,67
5554000;Borken;17,56;64,13;15,79;46,38;120,66;18,18;18,57;61,6;19,83;11,28;36,94;96,02;7,00 bis unter 8,50;56,8;2,57;17,5;20,9;7,67;57,18;9,45;69,24;13,4;1,08;13,32;9,53;4,23;7,04;5,86;618,6;53,3;46;4,77;33,43;92,03;8,73;7,74;6473,47;80,46
5558000;Coesfeld;14,06;66,52;16,57;61,64;113,31;39,39;17,75;60,01;22,24;8,21;18,25;89,46;8,50 bis unter 10,00;55,2;2,33;17,1;19,4;8,02;76,95;10,35;66,76;12,7;1,23;13,04;8,68;3,46;5,47;6,03;639,5;64;45,2;4,38;39,89;95,08;8,53;7,81;5649,07;90,79
5562000;Recklinghausen;33,05;34,6;27,77;-32,58;202,59;1974,42;17,03;59,42;23,55;13,71;22,04;104,56;7,00 bis unter 8,50;40,2;3,42;4,5;10;2,72;33,89;11,37;61,48;14,6;0,58;12,84;6,6;8,13;12,01;13,31;585,4;55,3;43,6;8,52;26,55;86,37;7,71;21,6;7497,43;200,57
5566000;Steinfurt;17,78;62,99;16,18;41,45;119,57;103,51;18,2;61,14;20,67;11,6;31,82;80,18;7,00 bis unter 8,50;55,5;2,6;16,2;23,5;6,88;47,36;12,1;64,84;14,16;1,05;12,24;8,51;4,55;7,07;7,04;618,6;60,7;45,2;5,43;37,83;92,22;8,25;9,08;5660,25;68,13
5570000;Warendorf;14,82;68,92;13,67;57,64;119,39;63,85;17,97;60,05;21,99;12,51;30,45;94,59;7,00 bis unter 8,50;53,8;2,85;17,3;24,2;5,85;56,15;12,15;65,15;14,42;1,17;11,77;8,42;5,4;7,05;6,88;631,5;57,7;45,2;4,06;32,48;92,09;8,63;10,29;4923,07;80,07
5711000;Bielefeld, Stadt;43,85;32,61;22,46;-160,73;313,54;169,95;17,56;62,44;20;17,4;25,53;75,96;8,50 bis unter 10,00;32,6;3,22;5,4;27,4;3,56;42,81;19,85;54,97;16;1,52;9,56;7,52;8,25;9,22;13,01;533,8;53,3;59,7;7,34;30,02;89,42;8,08;19,78;8144,96;95,47
5754000;Gütersloh;22;58,75;15,15;13,14;147,88;19,27;18,15;61,5;20,35;15,19;29,89;94,53;8,50 bis unter 10,00;50,6;3,07;11,3;19,6;7,34;66,4;13,13;60,54;15,79;1,5;9,16;7,82;4,42;7,18;6,52;642;48,5;45,5;4,33;27,8;88,4;7,75;8,98;5015,77;75,41
5758000;Herford;31,86;56,21;10,51;26,19;144,27;329,42;17,64;59,8;22,56;11,78;26,07;103,73;7,00 bis unter 8,50;53,3;4,39;8,8;13,8;5,55;65,27;11,6;64,65;15,82;0,42;9,15;7,37;5,65;8,75;8,38;659,2;49,6;49,9;4,82;30,71;88,14;8,19;12,73;4700,44;70,60
5762000;Höxter;11,34;57,34;29,96;72,28;98,93;276,68;17,1;59,12;23,78;8,3;37,9;191,09;5,50 bis unter 7,00;60,2;4,9;17,6;4,2;9,71;69,35;9,57;69,44;14,12;0,19;11,91;7,22;4,34;7,02;6,94;649,8;60,3;32,5;6,53;26,32;84,92;7,86;9,87;4777,92;34,55
5766000;Lippe;17,51;48,93;31,39;12,38;158,88;203;18,51;58,38;23,11;10,64;31,13;114,66;7,00 bis unter 8,50;51,5;4,93;9,7;7,2;5,59;59,16;14,01;63,61;14,37;0,4;9,92;6,43;5,19;8,14;8,96;633,2;51,5;39,9;5,92;27,69;83,92;7,85;13,41;4325,30;62,18
5770000;Minden-Lübbecke;20,95;62,36;12,46;32,91;161,5;30,92;18,14;59,4;22,46;10,71;35,14;144,95;7,00 bis unter 8,50;54,0;3,96;13,6;13,8;6,93;77,37;12,72;65,31;14,65;0,72;9,08;6,47;5,85;8,52;9,72;661,6;58,5;39;8,49;27,07;82,72;7,81;15;4860,84;69,31
5774000;Paderborn;16,05;51,77;29,43;-17,21;169,21;92,09;17,98;62,67;19,35;11,25;33,86;99,76;7,00 bis unter 8,50;46,4;3,3;14,9;20,9;9,82;70,04;16,46;60,28;14,39;0,91;11,7;7,86;5,38;7,38;8,23;604,4;53,2;43,1;5,25;32,55;93,71;8,67;11,66;6097,69;70,12
5911000;Bochum, Stadt;70,25;15,69;12,3;-0,11;115,63;784,98;15,2;62,23;22,57;15,37;25,49;99,25;7,00 bis unter 8,50;27,6;3,62;2,3;7,3;1,82;39,2;20,1;54,78;15,54;0,78;10,64;5,96;8,65;10,97;13,16;591,7;58,7;57,9;8,39;32,01;88,04;9,34;23,16;8753,99;211,62
5913000;Dortmund, Stadt;60,08;23,18;14,42;-20,49;163,76;1897,47;17,18;62,3;20,52;20,75;46,62;76,86;8,50 bis unter 10,00;26,5;3,33;3,8;29,3;2,20;31,42;19,68;54,17;16,12;0,94;9,56;6,3;11,46;12,15;17,34;503,9;54,7;44,9;8,44;31,52;88,63;7,81;28,98;11838,70;210,34
5914000;Hagen, Stadt der FernUniversität;35,61;16,07;44,68;-24,08;125,78;4059,82;18,37;59,68;21,95;22,46;18,32;98,53;5,50 bis unter 7,00;28,0;5,94;1,7;4,7;2,79;29,51;13,69;60,26;17,65;-0,35;9,84;6,58;11,38;14,98;16,38;527,2;59,3;42,8;6,71;21,06;81,58;7,61;27,36;9499,27;173,88
5915000;Hamm, Stadt;33,44;52,06;11,04;21,01;110,81;304,55;17,78;60,99;21,23;18,01;21,41;73,54;7,00 bis unter 8,50;38,9;2,95;8,4;12,3;2,95;45,99;11,47;60,37;16,49;0,68;11,21;6,33;8,55;12,35;11,5;557;48;48,9;6,34;29,2;89,48;9,24;13,46;10424,72;163,67
5916000;Herne, Stadt;74,13;8,17;14,41;60,75;40,1;2485,19;17,3;60,94;21,76;20,43;17,86;106,76;5,50 bis unter 7,00;27,2;4,49;3,5;7,1;1,45;58,44;12,28;58,63;17,19;0,41;9,89;4,82;11,02;15,63;16,71;503,3;55,1;44,9;12,27;23,44;76,7;7,57;27,79;9224,24;217,96
5954000;Ennepe-Ruhr-Kreis;29,27;37,67;30,88;48,09;109,9;1620,08;16,11;59,55;24,34;12,38;27,15;119,93;7,00 bis unter 8,50;37,3;3,88;5,7;10,3;3,61;73,43;13,72;61,89;15,91;0,47;10,8;7;6,95;9,41;10,24;624,7;56,6;44,4;5,65;30,94;89,63;8,44;16,17;5783,33;153,75
5958000;Hochsauerlandkreis;12,64;30,66;55,2;8,33;156,66;369,54;16,64;60,42;22,93;11,13;42,65;164,73;5,50 bis unter 7,00;54,2;4,64;12,8;7,2;9,39;64,37;10,3;66,47;14,58;0,54;12,21;8,79;4,41;8,17;6,98;660,5;58,5;46,8;5,52;30,88;92,88;8,47;9,87;4887,88;74,53
5962000;Märkischer Kreis;17,08;29,55;51,8;9,97;138,47;852,19;17,28;60,07;22,65;15,21;26,05;125,99;5,50 bis unter 7,00;44,0;5,04;4,7;3;4,77;58,86;11,08;63,36;17,81;0,13;10,45;7,13;7,01;10,74;9,73;630,6;56,2;43,5;8;25,79;87,93;8,34;14,67;5763,19;96,50
5966000;Olpe;15,3;23,4;59,31;-1,49;137,91;24,23;17,35;61,24;21,41;11,33;40,1;154,72;7,00 bis unter 8,50;58,4;3,76;9,1;10,6;12,77;84,91;10,22;67,04;15,66;0,32;11,27;7,87;4,13;6,88;5,65;687,3;57,8;36,2;6,52;28,37;94,12;8,56;7,98;4502,41;41,65
5970000;Siegen-Wittgenstein;16,9;18,56;63,68;-2,49;151,59;1029,12;17,01;60,69;22,3;12,79;37,9;158,05;7,00 bis unter 8,50;53,4;4,25;8,2;7,1;8,30;76,18;13,86;66,7;13,38;0,2;11,11;7,43;5,5;7,96;8,3;649,9;55;42,4;4,59;30,88;90,53;8,62;13,16;5853,44;62,79
5974000;Soest;15,76;60,4;20,7;86,48;81,88;253,29;17,25;60,56;22,19;11,7;31,77;118,27;7,00 bis unter 8,50;51,8;3,49;17,2;12,4;6,63;66,7;13,45;64,6;13,78;0,34;11,46;7,71;5,47;7,73;8,23;641,9;55,5;46,8;6,19;32,11;91,88;8,59;10,46;6761,57;86,26
5978000;Unna;31,83;50,25;15,6;-129,64;330,41;1079,04;16,86;59,67;23,47;12,92;23,66;104,3;7,00 bis unter 8,50;42,7;3,16;5,7;11,1;3,75;63,22;11,37;62,15;16,25;0,76;11,45;6,79;7,18;9,69;10,36;613,3;54,5;44,6;6,72;29,83;87,53;8,07;15,86;6008,28;142,91
6411000;Darmstadt, Wissenschaftsstadt;35,23;19,09;44,67;-41,91;205,8;0;16,27;66,27;17,46;22,98;34,25;60,4;11,50 und mehr;28,0;3,6;1,4;10,7;2,79;24,59;36,02;45,43;11,78;1,01;7,65;5,33;5,42;6,95;11,08;446,7;65,8;65,5;4,48;37,48;94,31;25,59;18,71;8182,17;49,93
6412000;Frankfurt am Main, Stadt;58,7;23,75;15,14;-42,54;195,66;0;17,09;67,12;15,79;30,91;37,84;53,42;11,50 und mehr;19,8;3,2;2,1;30,2;1,34;26,05;34,89;40,4;12,79;1,52;5,54;5,33;5,9;8,97;11,24;441,8;59;58,7;7,53;42,8;90,32;35,61;16,56;14871,78;102,45
6413000;Offenbach am Main, Stadt;49,15;14,06;33,71;7,23;183,65;0;18,68;65,06;16,26;38,97;16,2;55,9;11,50 und mehr;22,1;3,72;2,8;57,8;1,11;10,1;21,06;49,38;16,83;0,64;10,34;8,3;8,82;13,72;13,34;440,8;60,2;59;10,05;28,27;77,68;28,57;19,58;7357,08;97,64
6414000;Wiesbaden, Landeshauptstadt;39,68;29,01;27,9;24,3;134,17;0;18,17;61,73;20,09;22,2;24,44;76,3;10,00 bis unter 11,50;27,0;3,34;10,5;54,5;2,02;21,35;27,66;50,42;12,43;1,07;7,02;6,34;8,05;13,32;13,74;852,6;66,1;61,4;8,12;36,3;91,15;15,57;20,83;7274,54;116,57
6431000;Bergstraße;16,84;39,68;40,49;77,18;110,72;1,7;17,03;59,95;23,03;15,77;34,24;118,46;10,00 bis unter 11,50;55,5;3,8;13,8;15,8;9,09;54,79;14,99;59,61;13,57;0,59;12,11;9,09;4,32;7,15;7,28;642,7;59,4;43,2;5,07;29,09;90,32;13,71;11,38;3418,54;79,94
6432000;Darmstadt-Dieburg;19,24;43,33;35,4;35,52;118,01;0;17,71;60,56;21,72;16,41;33,06;105,77;10,00 bis unter 11,50;56,3;3,47;11,4;10,8;7,88;59,25;15,99;57,43;15,32;0,92;11,43;9,76;4,7;6,76;7,11;631,8;50,5;41,8;6,35;28,98;90,25;12,79;10,54;3133,79;57,87
6433000;Groß-Gerau;24,1;45,53;24,46;32,89;123,83;0;18,43;61,99;19,59;24,68;30,14;88,12;10,00 bis unter 11,50;47,2;3,38;9,9;27,5;5,42;41,08;18,25;52,72;15,72;0,43;9,24;8,7;5,72;8,4;8,98;565,7;55;47,2;6,61;21,91;87,36;15,25;13,76;4334,16;68,50
6434000;Hochtaunuskreis;20,04;29,08;49,77;8,81;141,22;0;18,28;58,73;22,98;18,65;33,97;99,8;11,50 und mehr;49,9;3,33;10,7;14,5;4,63;35,1;33,59;45,79;10,8;1,18;7,94;6,36;4,33;5,59;6,41;687,6;57,1;45,7;5,33;39,58;93,04;20,94;10,2;3403,51;101,05
6435000;Main-Kinzig-Kreis;16,11;38,04;44,1;77,31;123,46;2,24;17,43;60,59;21,97;18,46;30,27;126,5;10,00 bis unter 11,50;53,6;4,16;13,6;22,8;6,78;42,26;13,49;61,43;14,83;1,1;10,78;8,56;5,17;8,11;8,28;613,1;57,6;42,2;6,05;26,83;86,75;19,7;12,47;4038,18;68,70
6436000;Main-Taunus-Kreis;32,77;40,75;24,57;12,46;140,09;0;18,46;60,25;21,29;19,01;32,48;86,63;11,50 und mehr;49,5;3,24;7,8;20,1;3,34;45,58;33,32;43,57;11,3;1,73;7,71;7;4,91;6,02;6,54;773,5;54,3;44,5;6,1;33,17;92,48;24,85;9,6;4256,25;100,24
6437000;Odenwaldkreis;10,94;31,73;56,5;14,96;108,63;0,1;16,18;59,02;24,79;15,64;36,43;162,95;8,50 bis unter 10,00;61,3;4,99;12,3;11;13,89;78,41;11,33;61,17;18,59;0,21;12,5;9,68;4,79;8,29;6,97;656,3;65,3;22,9;8,78;25,93;87,6;11,59;11,37;3231,29;58,42
6438000;Offenbach;29,64;23,22;44,52;44,54;111,31;19,64;17,97;60,52;21,51;21,54;25,25;76,49;10,00 bis unter 11,50;46,0;3,25;2,7;20,7;3,43;46,69;20,53;51,57;15,13;1,38;9,63;9,24;4,81;7,61;7,96;609,6;55,9;43,1;4,63;26,68;86,08;15,47;12,43;4475,65;99,41
6439000;Rheingau-Taunus-Kreis;13,54;28,71;55,78;28,69;143,08;0;16,66;59,49;23,86;14,29;36,07;140,29;8,50 bis unter 10,00;54,9;3,77;8,5;19,9;6,59;46,71;18,38;58,56;12,58;0,73;13,42;10,27;4,78;6,34;7,11;652,1;59,2;46,1;7,01;35,11;91,79;12,87;11,31;2834,71;82,80
6440000;Wetteraukreis;15,94;52,7;29,58;92,85;117,11;9,13;17,41;60,92;21,68;15,7;34,22;138,99;10,00 bis unter 11,50;56,1;3,6;15;24,1;7,74;40,18;15,57;60,8;14,48;0,75;11,21;8,13;4,25;7,51;6,68;622,4;64;40,3;7,58;33,34;89,39;12,57;9,59;3979,54;108,10
6531000;Gießen;18,13;44,35;35,76;-863,15;1089,13;0;16,58;63,48;19,94;15,44;36,35;132,42;10,00 bis unter 11,50;45,3;4,08;9,5;17,7;5,60;35,92;19,22;59,3;14,66;0,94;11,98;7,4;5,46;7,5;11,42;565;66,5;49;5,7;32,68;87,63;12,68;15,51;8847,93;82,90
6532000;Lahn-Dill-Kreis;16,53;32,2;49,5;78,2;127,6;0;17,2;60,06;22,73;13,39;40,03;169,46;7,00 bis unter 8,50;59,5;4,16;9,7;10,7;9,24;61,73;13,29;66,13;14,37;0,14;11,4;7,93;5,67;7,79;8,99;646,1;64;40,8;6,14;25,6;88,93;13,39;14,06;3789,51;43,92
6533000;Limburg-Weilburg;17,43;45,35;34,8;39,74;130,72;4,85;16,94;60,7;22,36;14,01;42,29;170,4;8,50 bis unter 10,00;58,7;4,3;18,4;14,1;7,31;82,99;12,39;65,06;14,2;0,68;11,85;8,11;4,73;9,02;7,46;657,5;60,8;42,9;6,58;29,52;92,77;13,14;11,22;5012,47;92,63
6534000;Marburg-Biedenkopf;14,09;42,86;41,41;16,22;168,97;0;16,3;63,35;20,35;13,86;33,69;155,8;8,50 bis unter 10,00;51,1;3,64;11,7;7,4;8,57;72,96;16,74;61,74;15,29;0,63;11,44;6,9;4,49;6,43;7,2;585,9;61,8;52;6,15;35,45;92,11;15,69;10,99;4513,71;70,09
6535000;Vogelsbergkreis;10,52;48,44;39,61;74,88;98,38;0,39;15,62;58,91;25,47;8,97;42,97;206,86;5,50 bis unter 7,00;66,6;5,32;14,1;0,7;14,50;87,34;10,34;68,63;13,97;0,24;12,96;8,51;4,38;7,8;6,36;687,7;59,4;45,4;7,59;31,04;88,85;12,31;8,65;3998,76;45,87
6611000;Kassel, documenta-Stadt;61,51;13,74;22,02;-23,07;223,85;0;16,74;63,41;19,85;22,08;20,74;81,78;7,00 bis unter 8,50;25,4;4,21;1,5;12,5;1,64;39,51;21,23;58,77;12,98;0,68;9;6,22;8,16;12,5;15,45;448,8;64,8;64,5;8,29;31,11;86,48;39,38;25,52;12046,89;128,79
6631000;Fulda;14,28;47,84;36,62;35,79;165,09;0;17,16;61,05;21,79;11,96;37,1;144,64;8,50 bis unter 10,00;53,0;5,21;15,3;7,6;13,90;78,54;13,44;67,69;12,97;0,71;10,77;7,9;3,34;6,35;6,05;645,6;66,5;46,2;5,89;30,45;93,85;14,29;8,75;4890,62;72,54
6632000;Hersfeld-Rotenburg;12,34;40,03;46,01;-6,75;178,34;0,99;16,74;58,66;24,59;12,33;39,83;236,09;7,00 bis unter 8,50;61,0;5,38;7,7;2;10,92;85,47;9,87;66,44;12,82;0,14;9,36;5,51;4,11;7,82;6,35;664,8;66,4;41,7;6,65;32,52;86,99;12,43;10,82;4464,24;46,89
6633000;Kassel;14,39;44,12;40,01;67,22;143,49;27,61;16,4;58,32;25,28;9,7;35,75;120,06;7,00 bis unter 8,50;60,9;4,7;12,4;11,3;7,46;59,82;10,7;68,49;11,39;0,12;10,12;6,91;4,45;7,45;6,4;637,8;60,8;44,1;5,33;33,03;93,78;13,69;10,02;3433,48;59,82
6634000;Schwalm-Eder-Kreis;12,55;48,05;36,21;61,94;141,41;1,1;16,29;59,86;23,86;9,99;32,74;175,8;5,50 bis unter 7,00;63,7;5,26;13,3;8,4;11,48;58,08;10,78;68,14;13,68;0,6;10,94;6,91;4,41;8,14;6,8;664,1;58,2;22,3;7,19;33,67;91,99;12,64;10,02;4089,93;67,91
6635000;Waldeck-Frankenberg;10,03;41,54;46,41;53,97;177,31;0;16,71;59,53;23,75;11,37;42,09;194,15;5,50 bis unter 7,00;58,6;4,7;21;7,6;9,62;73,41;11,11;69,81;13,04;0,54;10,04;7,63;4,07;7,52;6,71;674,4;61,7;45,4;5,18;31,9;92,61;12,17;9,33;3791,30;46,50
